RECORD,Wdir_Avg,Wavg_Avg,Wmax_Max,Tair_Avg,RHum_Avg,Pair_Avg,Rintensity_Avg
1238297,107.8333,2.333333,4.3,5.3,83.64999,965.2,0.55
1238298,117.3333,2.133333,3.4,5.3,83.78333,965.1833,0.7333333
1238299,110.6667,1.933333,3.2,5.3,83.93333,965.0999,0.5166667
1238300,89,1.716667,3.4,5.3,84,965.0667,1.25
1238301,156.1667,1.983333,3.4,5.3,84.1,965,1.733333
1238302,138.6667,1.716667,3.3,5.2,84.14999,965,1.25
1238303,123,2.05,5.5,5.2,84.33334,964.9666,2.3
1238304,129.5,2.283333,3.3,5.2,84.38333,964.9,2
1238305,110.1667,2.233333,3.8,5.2,84.4,964.8,0.65
1238306,119.1667,2.466666,3.8,5.2,84.5,964.8,0.1333333
1238307,129,1.866667,3.5,5.2,84.53333,964.7,0
1238308,125.5,3.016666,4.5,5.2,84.6,964.6166,0
1238309,124.8333,2.733333,4.4,5.2,84.48333,964.55,0
1238310,115.3333,3.616667,6.6,5.133333,84.4,964.5,0
1238311,117.1667,2.383333,3.6,5.133333,84.31667,964.45,0
1238312,123.8333,2.683333,4.8,5.1,84.3,964.3833,0
1238313,125.3333,2.616667,4.1,5.1,84.2,964.3,0
1238314,124.8333,2.4,4,5.1,84.2,964.2833,0
1238315,129.6667,3,6.4,5.1,84.18333,964.2333,0
1238316,99.83334,2.816667,4.5,5.1,83.95,964.2,0.1333333
1238317,111.3333,2.083333,3.7,5.183333,83.9,964.0999,0.5
1238318,150.3333,3.35,7,5.2,83.78333,964.0166,0.95
1238319,111.6667,3.716666,5.4,5.2,83.68333,964,0.6333333
1238320,132.3333,2.066667,3.3,5.2,83.6,963.9,1.066667
1238321,110.1667,2.45,3.8,5.2,83.6,963.9,1.366667
1238322,110,2.533333,4.2,5.2,83.61666,963.8499,3.4
1238323,105.6667,3.533333,5.3,5.2,83.68333,963.7666,4.983333
1238324,106.1667,1.916667,3,5.2,83.78333,963.7,4.516666
1238325,116.5,2.816667,4.6,5.166667,83.8,963.5999,2.333333
1238326,120.3333,2.2,4,5.1,83.76667,963.5999,1.183333
1238327,113.3333,2.55,3.8,5.1,83.86667,963.5,1.383333
1238328,112.3333,2.516667,4.1,5.1,83.96667,963.4333,0.9999999
1238329,106,2.65,3.9,5.1,84.01666,963.3499,0.85
1238330,101,1.75,3,5.1,84.03333,963.25,1.316667
1238331,110,2.583333,3.3,5.1,84.06667,963.2,0.6666667
1238332,110.3333,2.033333,3.4,5.1,84.1,963.0999,0.7833333
1238333,106.1667,2.7,5,5.1,84.05,963.0667,1.283333
1238334,110.1667,3.333333,6.6,5.1,83.96667,963,1.116667
1238335,114.5,2.533333,3.9,5.1,83.93333,963,1.65
1238336,119.8333,2.533333,5.1,5.1,84,962.9333,0.75
1238337,107,2.25,3.5,5.1,84.06667,962.8666,0.6333333
1238338,97.33334,3.216666,4.6,5.1,84.11666,962.8,0.6166666
1238339,92.33334,3.116667,5.8,5.1,84.11666,962.7666,0.2333333
1238340,98,3.366667,5.6,5.1,84.18333,962.7166,0.7666667
1238341,99.16666,2.866667,4.2,5.1,84.18333,962.7,0.9833333
1238342,92.83334,2.483333,3.7,5.1,84.2,962.6166,0.7833333
1238343,91.16666,3.2,4.7,5.1,84.2,962.5833,0.3
1238344,94.5,2.25,3.7,5.1,84.28333,962.5333,0
1238345,86.33334,3.383333,5.1,5.1,84.3,962.45,0
1238346,79.66666,3.016666,4.2,5.016666,84.35,962.3666,0
1238347,86.33334,2.6,3.7,5,84.45,962.2833,0
1238348,82.83334,2.416667,3.3,5,84.6,962.1833,0
1238349,87,1.983333,2.9,5,84.68333,962.1166,0
1238350,74.33334,3.1,5,5,84.71667,962.05,0
1238351,91.16666,2.983333,5.8,4.933333,84.83334,962,0
1238352,74.16666,2.75,4.9,4.9,84.76667,961.9,0
1238353,82.66666,2.683333,4.1,4.9,84.78333,961.8,0
1238354,81.5,2.866667,4.3,4.9,84.8,961.7666,0
1238355,68.66666,2.433333,4.1,4.9,84.81667,961.7,0
1238356,83.16666,3.316667,5.3,4.9,84.86667,961.6333,0
1238357,82.33334,3.05,4.9,4.816667,84.68333,961.5999,0
1238358,89.83334,2.916667,4.3,4.8,84.76667,961.5166,0
1238359,85,3.95,5.2,4.8,84.63333,961.5,0
1238360,70.5,2.95,5,4.8,84.6,961.4167,0
1238361,71.83334,3.583333,4.9,4.8,84.6,961.3,0
1238362,75.5,3.3,4.5,4.8,84.64999,961.2666,0
1238363,68.83334,2.916667,4.8,4.8,84.75,961.1833,0
1238364,67.33334,2.766666,3.6,4.733333,84.85,961.1166,0
1238365,72.66666,3.533333,5.4,4.7,84.86667,961.0833,0
1238366,62.16667,3.366667,4.4,4.7,84.8,961.0166,0
1238367,69.5,3.616667,5.2,4.7,84.83334,960.9666,0
1238368,70.83334,4.066667,6.4,4.7,84.83334,960.8499,0
1238369,62.83333,3.483333,4.3,4.7,84.9,960.8167,0
1238370,71.66666,2.083333,4,4.7,84.93333,960.7666,0
1238371,61,3.283333,6,4.7,84.95,960.7,0
1238372,80.83334,2.983333,4.8,4.666667,84.8,960.6333,0
1238373,58.33333,5.35,6.6,4.6,84.85,960.5833,0
1238374,71.5,3.6,6.1,4.6,84.88333,960.5,0
1238375,72,4.083333,6.4,4.6,84.9,960.4833,0
1238376,63,3.916667,5.9,4.6,84.9,960.4,0
1238377,100.1667,1.9,4.1,4.6,85,960.3666,0
1238378,62.16667,4.283333,5.8,4.6,84.96667,960.3167,0
1238379,66.83334,4.3,6,4.533333,84.98333,960.2833,0
1238380,57.33333,4.466667,6.2,4.5,85,960.2,0
1238381,66.66666,3.066667,4.6,4.5,85.1,960.2,0
1238382,66.16666,2.6,3.9,4.5,85.23333,960.2,0
1238383,71,2.433333,5,4.5,85.3,960.1333,0
1238384,51.66667,3.933333,5,4.5,85.25,960.0333,0
1238385,44.16667,4.433333,6.7,4.5,85.26667,959.9333,0
1238386,54.66667,4.916667,7.9,4.5,85.25,959.9167,0
1238387,55.33333,3.9,5.1,4.5,85.35,959.9,0
1238388,61.5,3.516666,5,4.5,85.39999,959.8666,0
1238389,47.33333,4.316667,5.4,4.466667,85.39999,959.7666,0
1238390,54.83333,3.966666,6.7,4.4,85.5,959.7166,0
1238391,57.5,3.5,5.8,4.4,85.55,959.6833,0
1238392,45.83333,5.366666,8.3,4.4,85.56666,959.6166,0
1238393,47.5,4.45,6.3,4.4,85.6,959.5833,0
1238394,55.33333,5.316667,8.1,4.4,85.73333,959.5333,0
1238395,50.16667,5.283333,6.4,4.383333,85.78333,959.45,0
1238396,56.66667,4.883333,7.3,4.316667,85.88333,959.4,0
1238397,45.33333,4.483333,5.8,4.3,85.93333,959.3167,0
1238398,68.33334,3.266666,5.6,4.316667,86.1,959.3,0
1238399,52.5,4.233333,6.5,4.4,86.1,959.2333,0
1238400,60.16667,4.066667,6.4,4.4,86.11666,959.2,0
1238401,44.66667,4.05,6.6,4.4,86.19999,959.1667,0
1238402,47,5.25,7.5,4.4,86.19999,959.1166,0
1238403,49.66667,4.35,7.2,4.4,86.19999,959.05,0
1238404,50.83333,4.433333,8.6,4.4,86.26666,959,0
1238405,53.5,4.933333,7.2,4.4,86.23333,958.9167,0
1238406,47,5.3,7.1,4.4,86.19999,958.8833,0
1238407,57.5,3.466666,6.8,4.4,86.3,958.8666,0
1238408,66.16666,2.483333,6.6,4.4,86.38333,958.8833,0
1238409,62,4.533333,5.8,4.4,86.3,958.8,0
1238410,67.5,3.533333,7,4.4,86.3,958.8,0
1238411,69.16666,3.366667,6.7,4.4,86.36667,958.7666,0
1238412,66.66666,2.766666,4.5,4.4,86.31666,958.6833,0
1238413,58.5,4.1,6.2,4.4,86.39999,958.5833,0
1238414,48,3.733333,6.7,4.4,86.44999,958.55,0
1238415,67.66666,4.5,7.2,4.4,86.36667,958.5333,0
1238416,61.83333,2.75,4,4.4,86.39999,958.5,0
1238417,72,4.25,7,4.4,86.38333,958.45,0
1238418,59.66667,3.9,6.3,4.4,86.39999,958.3833,0
1238419,61.16667,3.166667,4.5,4.4,86.41666,958.3333,0.05
1238420,56,4.183333,6.3,4.4,86.46667,958.25,0.08333334
1238421,60,3.95,5.5,4.4,86.39999,958.2333,0.1666667
1238422,65,3.35,5.1,4.4,86.46667,958.2166,0.1833333
1238423,71.33334,4.05,6.4,4.4,86.5,958.1333,0.09999999
1238424,62.5,3.933333,6.2,4.4,86.5,958.0833,0.05
1238425,77.83334,2.9,5.4,4.4,86.55,958.0833,0
1238426,60.16667,4.083333,7.2,4.4,86.6,958.0166,0.05
1238427,72.16666,2.9,4.9,4.4,86.6,958,0.03333334
1238428,65.16666,3.866667,6,4.4,86.61666,958,0.03333334
1238429,54.66667,3.533333,5.4,4.4,86.66666,958,0.3833333
1238430,52.5,3.45,4.9,4.4,86.68333,958,0.7
1238431,59,3.933333,6.4,4.4,86.69999,957.9167,1.183333
1238432,56,3.983333,6.1,4.4,86.69999,957.9,1
1238433,117.1667,2,3.9,4.4,86.76666,957.9,1.016667
1238434,52.33333,4.483333,6.8,4.4,86.8,957.8333,1.316667
1238435,60,4.116666,5.7,4.4,86.8,957.8,1.266667
1238436,52.33333,5.916667,8.1,4.4,86.8,957.8,1.766667
1238437,56.66667,3.766666,6.2,4.4,86.85,957.7666,1.766667
1238438,43.66667,5.5,7.6,4.4,86.91666,957.6833,1.733333
1238439,48.5,4.833333,6.5,4.4,87.05,957.7166,1.333333
1238440,48.83333,4.95,7.4,4.433333,87.11666,957.7,1.333333
1238441,45.33333,4.5,6.3,4.5,87.25,957.6667,0.8833333
1238442,58.5,4.033333,5.5,4.5,87.36667,957.7,0.65
1238443,61.16667,4.116666,7.7,4.5,87.43333,957.65,0.55
1238444,41.16667,4.866666,7.4,4.5,87.48333,957.5999,0.4833333
1238445,52.33333,4.75,7.4,4.5,87.5,957.6166,0.55
1238446,53.5,4.2,5.9,4.5,87.56666,957.5999,0.25
1238447,48.33333,5.966667,7.4,4.5,87.63333,957.5166,0.35
1238448,46.66667,5.866666,8.3,4.5,87.69999,957.5,0.6166667
1238449,48.66667,4.166667,6.5,4.5,87.69999,957.5,0.8999999
1238450,48.16667,3.25,5,4.5,87.8,957.5,0.7833333
1238451,44,4.716667,6.7,4.5,87.86667,957.4167,0.4
1238452,49.33333,5.633333,7.3,4.5,87.88333,957.3833,0.3666667
1238453,48.16667,4.65,6.8,4.5,87.89999,957.3499,0.3
1238454,47.83333,5.483333,7.6,4.5,87.94999,957.3333,0.4666667
1238455,45.16667,5.716667,7.3,4.583333,88,957.3,0.2666667
1238456,56.16667,5.033333,6.7,4.6,88.03333,957.2833,0.2333333
1238457,42.66667,4.366666,5.9,4.6,88.1,957.3,0.3166667
1238458,44.33333,4.483333,6.6,4.6,88.1,957.2833,0.2166667
1238459,39.83333,4.9,7.3,4.6,88.14999,957.3,0.1166667
1238460,40.33333,3.733333,5.6,4.6,88.19999,957.3,0
1238461,49.33333,3.683333,6.4,4.6,88.26666,957.3167,0
1238462,49.5,4.033333,6.1,4.6,88.3,957.3,0
1238463,45.83333,4.166667,6.3,4.6,88.3,957.3,0
1238464,44.5,4.8,8.2,4.6,88.3,957.3,0
1238465,41.5,5.9,8.2,4.6,88.3,957.25,0
1238466,53,3.533333,4.6,4.6,88.3,957.2833,0
1238467,42.83333,4.683333,5.4,4.6,88.31666,957.3,0
1238468,52.33333,4.516666,6.4,4.6,88.39999,957.2833,0
1238469,48.16667,5.65,8.6,4.6,88.39999,957.3,0
1238470,45.66667,5.183333,8.2,4.6,88.39999,957.3167,0
1238471,42.16667,5.2,7.3,4.6,88.39999,957.2666,0
1238472,33,3.916667,5.4,4.6,88.39999,957.3,0
1238473,49.83333,4.016667,7.6,4.683333,88.39999,957.3,0
1238474,41.5,5.033333,7,4.7,88.39999,957.3,0
1238475,39.5,4.3,5.8,4.7,88.39999,957.3167,0
1238476,28.83333,3,4.8,4.7,88.46667,957.4,0
1238477,43.5,3.766666,5.7,4.7,88.5,957.4,0
1238478,86.66666,2.966666,6,4.7,88.5,957.4,0
1238479,42.83333,3.416666,4.8,4.7,88.5,957.4,0
1238480,39.66667,4.083333,5.9,4.7,88.5,957.3833,0
1238481,48.5,3.716666,6,4.7,88.5,957.45,0
1238482,36,3.85,5.9,4.7,88.5,957.4,0
1238483,51.83333,4.016666,5.2,4.7,88.5,957.5,0
1238484,35.33333,3.85,5.6,4.7,88.5,957.4666,0
1238485,37.5,4.083333,6.2,4.8,88.5,957.4333,0
1238486,46.5,4.283333,6.4,4.8,88.5,957.4167,0
1238487,40.33333,3.033333,4.9,4.8,88.39999,957.4167,0
1238488,42.33333,2.366667,4.6,4.8,88.39999,957.45,0
1238489,36.16667,3.466666,5.1,4.8,88.41666,957.4,0
1238490,26.83333,4.083333,5.7,4.8,88.46667,957.4,0
1238491,27,3.266666,4.6,4.8,88.39999,957.4,0
1238492,34.83333,3.583333,4.9,4.8,88.39999,957.4,0
1238493,20.33333,3.366667,5,4.8,88.39999,957.4167,0
1238494,27.16667,3.733333,6.7,4.8,88.39999,957.4333,0
1238495,36.83333,3.466666,5.3,4.8,88.48333,957.5,0
1238496,26.83333,5.033333,6.8,4.8,88.5,957.4833,0
1238497,82.66666,4.266666,5.7,4.8,88.5,957.4833,0
1238498,87.5,2.716666,5,4.8,88.5,957.5,0
1238499,23.16667,4.55,6.6,4.8,88.5,957.5333,0
1238500,30.33333,3.85,5.8,4.8,88.5,957.55,0
1238501,44.16667,2.216666,5.5,4.883333,88.5,957.5999,0
1238502,27.5,4.283333,6.6,4.9,88.53333,957.6166,0
1238503,23.5,5.566666,7.1,4.9,88.51666,957.6333,0
1238504,35.5,4.2,6.8,4.9,88.5,957.65,0
1238505,34,2.15,3.8,4.9,88.5,957.7333,0
1238506,123.8333,4.266666,6.3,4.9,88.5,957.7,0
1238507,34.33333,3.366667,6.2,4.9,88.41666,957.7833,0
1238508,86.5,2.716666,4.6,4.95,88.39999,957.8333,0
1238509,47.16667,3.616667,5.2,5,88.39999,957.8499,0
1238510,75.66666,3.9,7.4,5,88.39999,957.9,0
1238511,29.16667,4.533333,6,5,88.39999,957.9167,0
1238512,131.6667,5.083333,7,5,88.39999,957.9333,0
1238513,67.33334,3.933333,5.5,5,88.39999,958,0
1238514,181.8333,3.116667,4.6,5.016666,88.39999,958.0667,0
1238515,60.66667,5.366666,7.4,5.1,88.41666,958.0833,0
1238516,65.16666,4.616666,6.3,5.1,88.5,958.1333,0
1238517,164.6667,3.333333,7.7,5.1,88.48333,958.1833,0
1238518,95.66666,6.916666,12.1,5.083333,87.86666,958.0833,0.08333334
1238519,242.6667,6.45,11.5,4.95,87.14999,958.15,1.05
1238520,175,4.616666,6.8,4.833333,87.26666,958.3167,1.283333
1238521,289,7.066666,9,4.733333,87.26666,958.15,1.45
1238522,127.6667,4.866666,7.2,4.583333,87.16666,958.3833,1.066667
1238523,219.1667,3.6,6.8,4.45,87.33334,958.4666,0.06666667
1238524,181.8333,9.533333,11.9,4.366667,87.35,958.3333,1.066667
1238525,22.5,7.9,10.8,4.25,87.33334,958.4833,2.683333
1238526,232.6667,6.333333,9.8,4.166667,87.5,958.5333,1.75
1238527,234,6.6,8.3,4.1,87.75,958.6833,0
1238528,63.16667,7.283333,10.8,4,87.85,958.75,0.1333333
1238529,121,5.783333,9.1,4,88,958.8333,0.03333334
1238530,122.3333,6.316666,9.4,3.916667,88.18333,958.95,0
1238531,66.33334,6.033333,8,3.9,88.3,959.0166,0
1238532,29,5.666667,9.6,3.9,88.38333,958.9666,0
1238533,73.5,7.35,13.1,3.816667,88.05,958.8666,0
1238534,133.8333,8.666666,11.4,3.766666,87.91666,959,0.1666667
1238535,46.5,5.1,9.9,3.7,87.96667,959.1166,0.5333334
1238536,119.5,7.916667,12,3.7,88.14999,959.2666,0.3833333
1238537,291.8333,7.4,9.8,3.6,88.1,959.2166,0.03333334
1238538,182.5,7.8,11,3.6,88.1,959.3,0.15
1238539,83.16666,7.65,10.5,3.6,88.11666,959.4167,0.5166667
1238540,120.6667,6.516666,9.4,3.6,88.28333,959.4666,0.1666667
1238541,237.1667,6.8,9,3.583333,88.36667,959.5833,0
1238542,71.66666,7,11.8,3.5,88.3,959.65,0
1238543,190.3333,7.566666,11,3.5,88.18333,959.6166,0.09999999
1238544,128,7.233333,10.7,3.5,88.13333,959.65,0.8
1238545,121.1667,7.966667,12.5,3.5,88.11666,959.7166,0.5333333
1238546,178.8333,8.3,12,3.5,88.05,959.7166,0.1666667
1238547,66,6.683333,11,3.5,88.11666,959.9167,0.3833333
1238548,291.6667,7.316666,9.5,3.5,88.14999,959.9333,0.3666667
1238549,181.6667,7.55,11.5,3.5,88.1,959.9,0.1166667
1238550,66,7.166666,10.3,3.5,88.1,959.9666,0
1238551,293.8333,9.116666,13.5,3.5,88,960.0333,0
1238552,64.16666,6.683333,10.6,3.416667,87.81666,960.1666,0
1238553,289.8333,3.85,6.5,3.4,87.94999,960.3499,0
1238554,237.8333,5.2,8.1,3.4,87.76666,960.3833,0
1238555,331,7.15,9.3,3.3,87.36666,960.4167,0.05
1238556,208.1667,5.533333,10.3,3.166667,86.96667,960.4,0.4
1238557,327.1667,7.333333,9.1,3.066667,86.93333,960.4167,0.4333333
1238558,290.3333,4.816667,10.2,3,87.16666,960.6166,0.2333333
1238559,335.6667,5.566666,9.5,2.916667,87.31666,960.6333,0.03333334
1238560,137.6667,3.933333,5.6,2.9,87.53333,960.7166,0
1238561,124.8333,4.25,6.3,2.816667,87.75,960.7833,0
1238562,173.3333,5.066667,7.7,2.8,87.85,960.8167,0.09999999
1238563,234.5,5.3,8,2.783333,87.98333,960.8167,0.3166667
1238564,341.5,5.05,8.4,2.7,87.83334,960.85,0.3833333
1238565,343.8333,6.216667,8.5,2.65,87.89999,960.8833,0.2
1238566,122.5,5.583333,9.1,2.6,87.93333,960.9666,0.7666667
1238567,341.8333,5.616666,8.9,2.583333,88,961.0999,0.5666667
1238568,177.8333,5.116666,8,2.5,88.03333,961.0999,0.15
1238569,179,4.533333,6.3,2.5,88.23333,961.1333,0.09999999
1238570,285.8333,5.5,9.1,2.5,88.39999,961.1667,0
1238571,181,5.316667,8.3,2.5,88.36667,961.15,0
1238572,293.1667,5.783333,9.8,2.5,88.3,961.2833,0
1238573,342,6.933333,8.6,2.5,88.3,961.3833,0
1238574,232.1667,4.15,6.6,2.5,88.36667,961.45,0
1238575,174.6667,5.383333,7.9,2.5,88.39999,961.4167,0
1238576,238.8333,7.383333,10.7,2.5,88.35,961.4666,0
1238577,180.1667,4.9,8.1,2.5,88.43333,961.5,0.06666667
1238578,241.1667,4.816667,7.1,2.5,88.39999,961.6833,0.6
1238579,276.1667,5.216667,8.5,2.5,88.43333,961.7666,0.7
1238580,337.5,7.483333,11.4,2.5,88.33334,961.7499,1.216667
1238581,282.1667,5.083333,7.2,2.5,88.19999,961.9333,0.9166667
1238582,257.1667,4.783333,7.6,2.5,88.26666,961.9666,0.5833333
1238583,325.1667,6.35,7.7,2.5,88.16666,962.0333,0.7833333
1238584,327.8333,6.85,9.6,2.483333,87.91666,962.0833,1.1
1238585,282.6667,4.383333,8.2,2.4,87.91666,962.15,1.6
1238586,346.8333,5.866666,8.8,2.4,88,962.1833,2.033333
1238587,60.33333,3.366667,5.8,2.4,88,962.3499,1.866667
1238588,325.1667,4.716667,7,2.4,88,962.4333,1.883333
1238589,329.5,3.9,6.5,2.4,88.05,962.55,1.616667
1238590,329,5.966667,9.6,2.4,88.03333,962.5999,1.8
1238591,325,5.866666,7.9,2.4,87.76666,962.6833,1.4
1238592,313.1667,4.733333,6.7,2.4,87.8,962.75,1.083333
1238593,312.3333,5.633333,7.6,2.35,87.73333,962.8,0.7
1238594,302.5,3.883333,6.3,2.3,87.73333,962.9,0.5166667
1238595,314.8333,4.983333,8,2.3,87.63333,962.8833,1.2
1238596,307.1667,4.266666,5.9,2.233333,87.66666,963.0166,1.016667
1238597,312.3333,4.516666,6.6,2.2,87.8,963.0667,1.466667
1238598,319.1667,6.266666,9.9,2.2,87.75,963.0833,1.65
1238599,314.3333,4.466667,6.5,2.2,87.63333,963.1667,1.683333
1238600,319.5,6.116666,8.3,2.133333,87.71667,963.1833,1.45
1238601,320.3333,5.9,8.1,2.1,87.6,963.15,2.016667
1238602,322.6667,4.916667,7.3,2.1,87.75,963.25,1.85
1238603,315.1667,5,8.6,2.1,87.8,963.2666,1.883333
1238604,284.3333,4.05,7.7,2.1,87.8,963.4,2.166667
1238605,322.1667,5.783333,7.4,2.1,87.76666,963.3833,2.633333
1238606,317.3333,5.266666,9.3,2.1,87.64999,963.4333,2.033333
1238607,312,4.516666,6.8,2.1,87.68333,963.4666,1.85
1238608,300,4.966667,8.7,2.1,87.71667,963.55,1.983333
1238609,293.8333,5.766666,7.7,2.1,87.44999,963.5667,4.833333
1238610,296.5,5.333333,7.9,2.066667,87.3,963.5999,3.833333
1238611,292,5.15,9,2,87.26666,963.6166,3.916666
1238612,294.5,4.616666,6.9,2,87.33334,963.6166,3.266666
1238613,316,5.2,6.7,2,87.39999,963.7,2.65
1238614,300,4.016666,6,2,87.48333,963.7833,2.533333
1238615,310.1667,4.516666,6.4,2,87.6,963.8167,3.183333
1238616,302.5,5.233333,7.3,2,87.61666,963.8666,3.016666
1238617,302.3333,4.933333,7.4,2,87.69999,963.9,2.916667
1238618,297.6667,2.783333,5.3,2,87.85,963.9333,2.25
1238619,296.1667,5.116666,7.1,2,87.91666,964,2.833333
1238620,304.5,4.966667,7.9,2,88,964.0999,3.233333
1238621,316,4.916667,8,2.05,88.05,964.0833,3.2
1238622,305,4.283333,6.8,2.1,88.1,964.15,2.95
1238623,308.5,3.316667,5.4,2.1,88.1,964.2,2.266667
1238624,307.8333,3.8,5.5,2.1,88.19999,964.1833,2.1
1238625,302.5,3.133333,5.1,2.1,88.28333,964.2833,2.116667
1238626,300.5,3.7,6.5,2.116667,88.3,964.3,1.55
1238627,302.8333,4.35,5.9,2.2,88.3,964.3,2.516667
1238628,308.3333,2.733333,4.4,2.2,88.3,964.3833,2.133333
1238629,307.5,5.5,7.9,2.2,88.26666,964.4,3.983333
1238630,303.3333,4.25,7.3,2.2,88.19999,964.45,3.883333
1238631,306.3333,4.116666,5.9,2.216667,88.19999,964.45,1.916667
1238632,312,3.566667,5.8,2.3,88.28333,964.4833,1.933333
1238633,311,5.216667,7.4,2.3,88.25,964.4833,2.883333
1238634,306.8333,4.433333,7.4,2.3,88.19999,964.5333,2.5
1238635,296.6667,3.05,5.2,2.3,88.19999,964.5833,1.7
1238636,296,3.583333,6.6,2.366667,88.19999,964.5999,1.95
1238637,301,3.683333,6.9,2.4,88.19999,964.5999,3.116667
1238638,291.5,5,7.7,2.4,88.19999,964.5999,3.2
1238639,285.8333,2.333333,3.3,2.4,88.21667,964.6333,2.7
1238640,287.1667,3.133333,6.9,2.4,88.3,964.7,1.616667
1238641,297,3.75,6.4,2.4,88.3,964.7,1.8
1238642,292.1667,4.866666,7.4,2.483333,88.28333,964.7166,2.266667
1238643,278.3333,4.433333,6.6,2.5,88.19999,964.8,2.466666
1238644,276.5,4.433333,6.1,2.5,88.19999,964.7833,2.8
1238645,286,3.916666,5.6,2.5,88.1,964.8,2.883333
1238646,273.8333,5.566666,8,2.516667,88.1,964.8,3.033333
1238647,293.3333,4.266667,6.4,2.6,88.1,964.8833,2.483333
1238648,279.6667,3.883333,6,2.6,88.11666,964.8833,1.233333
1238649,294.6667,4.45,7.7,2.6,88.14999,964.9,1.733333
1238650,289.5,4.583333,6.1,2.666667,88.14999,964.9167,2.283333
1238651,286.8333,3.033333,5.2,2.7,88.19999,964.95,1.75
1238652,286.8333,4.383333,8.7,2.7,88.19999,965,1.35
1238653,291.1667,4.783333,8.1,2.7,88.13333,965.0833,1.783333
1238654,287,5.133333,9.1,2.783333,88.1,965.0999,1.716667
1238655,283.6667,4.266666,6.9,2.8,88,965.0999,1.883333
1238656,282.5,4.35,7,2.8,87.91666,965.1667,1.483333
1238657,281.3333,4.716667,6.6,2.8,87.88333,965.1833,1.05
1238658,287.8333,5.333333,7.3,2.85,87.8,965.2,1.116667
1238659,280.8333,4.9,6.6,2.9,87.76666,965.3,1.416667
1238660,289.8333,4.45,7.3,2.9,87.66666,965.3,1.3
1238661,278.8333,4.566667,7,2.9,87.6,965.3833,0.9166667
1238662,283.3333,5,7.3,2.9,87.6,965.4,0.6666667
1238663,271.5,3.683333,7.5,2.9,87.6,965.4333,1.016667
1238664,287.8333,3.933333,6.2,2.9,87.6,965.4167,2.183333
1238665,284.6667,4.95,7.8,2.9,87.6,965.4666,2.433333
1238666,287.1667,4.3,6.5,2.966666,87.6,965.5,2.95
1238667,280.3333,5.449999,6.6,3,87.53333,965.5166,2.233333
1238668,286.1667,5.4,7.3,3,87.44999,965.5166,3.05
1238669,278.6667,5.75,8.2,3,87.36667,965.5999,3.433333
1238670,277.1667,5.316667,7.5,3,87.25,965.5999,3.133333
1238671,278.6667,3.133333,5.3,3,87.25,965.5999,2.533333
1238672,277.3333,5.2,7.3,3,87.23333,965.6833,1.483333
1238673,267.1667,3.633333,5.1,3,87.28333,965.7,1.516667
1238674,277.6667,4.2,6.2,3,87.39999,965.7,0.9166667
1238675,284.3333,4.9,6.8,3,87.39999,965.7,0.8999999
1238676,287.6667,4.7,7.1,3,87.33334,965.7666,0.9333333
1238677,277,3.866667,6,3,87.39999,965.8,0.7666667
1238678,261,2.883333,3.6,3,87.5,965.8,0.7666667
1238679,276.5,5.016666,6.9,3,87.5,965.8167,0.9833333
1238680,273.1667,4.7,6.2,3,87.36667,965.9,1.466667
1238681,274.3333,4.133333,6.1,3,87.3,965.9,2.35
1238682,273.1667,4.916667,6,2.95,87.19999,965.9,4.066667
1238683,274.1667,3.833333,5.8,2.9,87.13333,965.9167,5.016666
1238684,272,3.266666,4.5,2.9,87.31666,965.9833,3.633333
1238685,264.8333,3.95,6.7,2.9,87.36667,966,3.8
1238686,266.8333,4.066667,6.9,2.9,87.3,966,3.416667
1238687,263.8333,3.933333,5.8,2.9,87.3,966,2.7
1238688,272.5,2.45,3.5,2.9,87.36667,966.0333,2.783333
1238689,266.5,2.266667,4.2,2.9,87.48333,966.0999,2.933333
1238690,267.3333,4.433333,6.4,2.9,87.5,966.0999,3.05
1238691,275.6667,3.85,5.7,2.9,87.41666,966.1333,3.1
1238692,269.3333,3.516666,6.3,2.9,87.41666,966.1667,2.566667
1238693,266.6667,4.216667,5.6,2.9,87.5,966.2,2.2
1238694,264.8333,4.483333,7.1,2.9,87.39999,966.2,2.066667
1238695,250.1667,3.383333,4.9,2.833333,87.39999,966.2333,2.066667
1238696,270.3333,3.45,4.4,2.85,87.41666,966.2333,1.783333
1238697,269.6667,4.05,6.3,2.816667,87.46667,966.3,1.55
1238698,267.3333,4.05,5.3,2.8,87.39999,966.3,1.983333
1238699,270.5,4.7,6.4,2.8,87.39999,966.3,1.483333
1238700,264.6667,4.45,6.4,2.8,87.35,966.3666,1.533333
1238701,279.3333,3.8,6.4,2.8,87.31666,966.3666,1.333333
1238702,278.6667,4.9,6.4,2.8,87.39999,966.4,0.8166666
1238703,269,3,4.6,2.85,87.43333,966.4,0.7166666
1238704,266.6667,3.1,5.3,2.883333,87.56666,966.4333,0.7166666
1238705,268.5,3.7,5,2.9,87.6,966.5,0.95
1238706,266.5,3.983333,6.8,2.9,87.53333,966.45,0.9333333
1238707,266.6667,3.766666,5.8,2.9,87.5,966.5,0.5333333
1238708,274.1667,4.216667,5,2.9,87.43333,966.5,0.5833333
1238709,264.1667,3.383333,6.1,2.9,87.44999,966.5,0.6
1238710,276.1667,3.466666,4.6,2.9,87.5,966.5,0.3166667
